Mun;Mas;Fem;0 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Médico Cirurgião Geral;Médico Clínico;Médico Ginecologista Obstetra;Médico de família e comunidade;Médico Pediatra;Médico geriatra;Médico urologista;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO
130165 Guajará;8839;8354;2127;2016;1761;1669;3213;2595;1671;1209;550;270;112;1.0;4.0;1.0;0.0;1.0;0.0;0.0;4.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0
130170 Humaitá;30066;27129;5465;5465;5081;5121;11136;9268;6881;4474;2580;1228;496;5.0;16.0;1.0;0.0;2.0;0.0;1.0;8.0;44.0;13.0;4.0;6.0;10.0;7.0;1.0;0.0;12.0;4.0;1.0;0.0;0.0;0.0
130180 Ipixuna;15857;15315;4807;3976;3239;3000;5189;4699;2780;1841;970;483;188;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;3.0;1.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0
130185 Iranduba;25485;24233;5256;5304;4920;4504;8408;6802;6060;4155;2530;1239;540;2.0;7.0;1.0;0.0;0.0;0.0;0.0;19.0;32.0;16.0;7.0;12.0;9.0;12.0;0.0;0.0;18.0;0.0;1.0;0.0;0.0;0.0
130190 Itacoatiara;52864;51182;10867;10953;9927;8942;18376;15197;12406;8298;5184;2666;1230;3.0;24.0;4.0;5.0;6.0;0.0;0.0;27.0;75.0;23.0;4.0;3.0;8.0;15.0;0.0;0.0;15.0;3.0;1.0;0.0;0.0;0.0
130195 Itamarati;4105;3672;1032;932;771;729;1504;1163;764;465;250;132;35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
130200 Itapiranga;4857;4455;970;969;873;806;1670;1355;1102;737;467;254;109;0.0;5.0;0.0;0.0;1.0;0.0;0.0;1.0;13.0;2.0;1.0;1.0;2.0;1.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0
130210 Japurá;937;818;216;231;224;176;321;241;177;94;39;23;13;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0
130220 Juruá;7951;7544;2013;1903;1721;1625;2985;2187;1473;814;462;216;96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
130230 Jutaí;7104;6358;2095;1818;1489;1249;2289;1691;1135;795;492;288;121;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;4.0;1.0;1.0;1.0;2.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0
130240 Lábrea;24879;22806;5409;5236;4734;4402;8683;7332;5090;3340;2050;976;433;0.0;10.0;2.0;0.0;3.0;0.0;0.0;7.0;56.0;8.0;3.0;7.0;7.0;4.0;1.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0
130250 Manacapuru;50388;49225;10447;10671;9766;9021;18360;14907;11171;7295;4473;2349;1153;4.0;11.0;3.0;0.0;3.0;0.0;0.0;27.0;68.0;17.0;5.0;5.0;10.0;14.0;1.0;1.0;21.0;3.0;1.0;0.0;0.0;0.0
130255 Manaquiri;17173;16808;3914;3859;3440;3187;6254;5069;3560;2560;1288;611;239;1.0;4.0;1.0;0.0;1.0;0.0;0.0;3.0;17.0;3.0;1.0;2.0;3.0;3.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0
130260 Manaus;1096615;1159288;173176;182624;195468;199775;413206;378413;313557;204616;120925;52956;21187;176.0;1153.0;234.0;3.0;576.0;3.0;10.0;451.0;3110.0;697.0;191.0;217.0;766.0;405.0;24.0;17.0;207.0;51.0;20.0;19.0;0.0;0.0
130270 Manicoré;30090;27315;6214;6234;5496;5041;11109;8878;6265;4087;2361;1196;524;4.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;19.0;7.0;1.0;4.0;0.0;2.0;1.0;0.0;11.0;0.0;1.0;0.0;0.0;0.0
130280 Maraã;10027;8271;2317;2343;2112;2003;3713;2553;1517;940;470;240;90;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;7.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0
130290 Maués;34721;31438;8543;8215;7127;6051;11694;9044;6391;4246;2880;1253;715;0.0;10.0;0.0;20.0;0.0;0.0;0.0;7.0;40.0;7.0;2.0;4.0;1.0;3.0;0.0;12.0;6.0;0.0;1.0;0.0;0.0;0.0
130300 Nhamundá;11276;10434;2337;2272;1895;1755;3878;3253;2613;1790;1049;570;298;0.0;2.0;0.0;0.0;1.0;0.0;0.0;6.0;14.0;4.0;1.0;2.0;0.0;2.0;0.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0
130310 Nova Olinda do Norte;19995;18670;4224;4095;3693;3580;7419;6084;4192;2741;1592;659;386;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;14.0;6.0;3.0;3.0;0.0;6.0;0.0;4.0;7.0;0.0;1.0;0.0;0.0;0.0
130320 Novo Airão;10653;9742;2216;2208;2006;1742;3564;3045;2376;1636;968;432;202;0.0;3.0;0.0;5.0;0.0;0.0;0.0;3.0;8.0;2.0;1.0;1.0;1.0;1.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0
130330 Novo Aripuanã;14365;12078;2674;2532;2187;2294;5102;4372;3157;2067;1195;586;277;0.0;3.0;0.0;0.0;1.0;0.0;0.0;5.0;9.0;2.0;1.0;1.0;0.0;4.0;0.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0
130340 Parintins;59684;56755;12340;12618;11442;10335;21286;16931;12675;8670;5726;2935;1481;1.0;20.0;1.0;0.0;4.0;0.0;0.0;29.0;87.0;19.0;4.0;10.0;22.0;15.0;1.0;0.0;15.0;2.0;2.0;0.0;0.0;0.0
130350 Pauini;10444;9172;2482;2407;2220;2067;3670;2881;1776;1071;614;314;114;0.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;14.0;4.0;1.0;3.0;0.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
130353 Presidente Figueiredo;19511;18584;3798;3846;3592;3515;7508;5228;4317;3246;2047;782;216;0.0;2.0;1.0;3.0;2.0;0.0;0.0;11.0;26.0;4.0;2.0;1.0;12.0;1.0;0.0;8.0;14.0;1.0;1.0;0.0;0.0;0.0
130356 Rio Preto da Eva;18369;16487;3137;3140;3047;3305;6622;5310;4419;2993;1758;840;285;0.0;5.0;0.0;0.0;1.0;0.0;0.0;11.0;21.0;7.0;1.0;0.0;1.0;9.0;0.0;6.0;9.0;1.0;1.0;0.0;0.0;0.0
130360 Santa Isabel do Rio Negro;13554;13012;4095;3872;3559;2733;4372;3205;2050;1338;706;432;204;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;17.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
130370 Santo Antônio do Içá;10713;10176;2838;2668;2206;1900;4086;3080;1803;1097;684;357;170;0.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;13.0;1.0;2.0;1.0;0.0;1.0;0.0;1.0;6.0;1.0;2.0;0.0;0.0;0.0
130380 São Gabriel da Cachoeira;24182;22849;5479;5414;5136;4687;8572;5996;4646;3376;1996;1211;518;1.0;17.0;1.0;16.0;1.0;0.0;0.0;5.0;85.0;4.0;1.0;5.0;25.0;7.0;0.0;7.0;5.0;0.0;1.0;0.0;0.0;0.0
130390 São Paulo de Olivença;21319;19518;5144;4833;4202;3835;7608;5728;3800;2890;1481;908;408;0.0;2.0;0.0;12.0;1.0;0.0;0.0;4.0;21.0;3.0;0.0;3.0;7.0;3.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0
130395 São Sebastião do Uatumã;7689;6989;1747;1668;1458;1424;2742;2151;1639;1048;511;219;71;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;2.0;1.0;4.0;1.0;1.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0
130400 Silves;4887;4402;1141;1084;919;758;1601;1187;1042;734;493;231;99;0.0;6.0;0.0;0.0;0.0;0.0;0.0;4.0;8.0;2.0;1.0;0.0;0.0;1.0;0.0;4.0;5.0;0.0;1.0;0.0;0.0;0.0
130406 Tabatinga;34404;34098;8238;7886;7536;6954;12310;9728;6957;4594;2563;1220;516;1.0;23.0;2.0;6.0;5.0;0.0;0.0;12.0;80.0;11.0;4.0;9.0;13.0;9.0;0.0;0.0;8.0;3.0;2.0;1.0;0.0;0.0
130410 Tapauá;8930;7946;1854;1754;1530;1470;3075;2570;1746;1279;951;453;194;0.0;3.0;0.0;0.0;2.0;0.0;0.0;4.0;16.0;4.0;0.0;1.0;2.0;2.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0
130420 Tefé;30351;28899;6927;6845;6308;5758;10542;8611;6187;3838;2356;1297;581;1.0;15.0;1.0;0.0;2.0;0.0;0.0;19.0;49.0;23.0;5.0;6.0;12.0;10.0;0.0;1.0;10.0;1.0;1.0;1.0;0.0;0.0
130423 Tonantins;9972;9066;2570;2439;2172;1852;3757;2783;1537;981;529;288;130;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;11.0;2.0;0.0;2.0;1.0;1.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0
130426 Uarini;7420;6419;1914;1742;1483;1377;2576;1853;1332;759;460;250;93;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
130430 Urucará;8284;7723;1839;1811;1532;1356;2736;2018;1782;1370;854;488;221;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;11.0;4.0;1.0;1.0;3.0;1.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0
130440 Urucurituba;12687;11411;2853;2721;2342;2074;4495;3723;2486;1617;1027;493;267;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;7.0;3.0;2.0;1.0;1.0;2.0;0.0;2.0;4.0;0.0;2.0;0.0;0.0;0.0
140005 Alto Alegre;8280;6969;1955;1948;1674;1232;2474;1934;1473;1223;821;382;133;0.0;10.0;1.0;1.0;0.0;0.0;0.0;3.0;47.0;2.0;0.0;1.0;7.0;4.0;1.0;2.0;6.0;0.0;1.0;0.0;0.0;0.0
140002 Amajari;7182;6379;2177;1700;1396;1247;2363;1812;1322;827;482;176;59;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;18.0;3.0;0.0;1.0;3.0;3.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0
140010 Boa Vista;221742;214849;35784;33830;35249;35769;85837;84256;58988;35574;20084;8357;2863;25.0;253.0;31.0;1.0;57.0;2.0;6.0;146.0;798.0;321.0;55.0;96.0;175.0;159.0;11.0;0.0;43.0;0.0;6.0;2.0;0.0;0.0
140015 Bonfim;7022;5679;1661;1424;1204;1093;2353;1611;1305;928;719;299;104;0.0;3.0;0.0;1.0;1.0;0.0;0.0;2.0;8.0;2.0;0.0;1.0;4.0;2.0;0.0;1.0;12.0;0.0;1.0;0.0;0.0;0.0
140017 Cantá;10369;8888;2173;1952;1590;1383;3325;2802;2385;1853;1126;523;145;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;13.0;2.0;0.0;0.0;1.0;0.0;0.0;10.0;4.0;0.0;0.0;0.0;0.0;0.0
140020 Caracaraí;12229;10406;2290;2103;1849;1773;4417;3807;2903;1881;1053;429;130;0.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;23.0;4.0;0.0;2.0;6.0;4.0;1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0
140023 Caroebe;5741;4854;1063;970;835;745;1906;1944;1428;910;485;238;71;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;12.0;3.0;0.0;0.0;5.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
140028 Iracema;6723;5914;1308;1169;1025;923;2312;2245;1761;1047;553;227;67;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;2.0;0.0;1.0;2.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
140030 Mucajaí;10061;8421;1765;1654;1468;1356;3427;3225;2432;1613;943;456;143;0.0;5.0;0.0;8.0;0.0;0.0;0.0;2.0;7.0;4.0;0.0;0.0;3.0;3.0;0.0;5.0;6.0;0.0;1.0;0.0;0.0;0.0
140040 Normandia;6446;5326;1814;1582;1330;1143;2332;1417;897;596;368;210;83;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;17.0;2.0;0.0;1.0;3.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0
140045 Pacaraima;10505;9603;2802;2388;1952;1690;3892;2774;2165;1307;745;299;94;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;1.0;0.0;2.0;1.0;2.0;0.0;11.0;1.0;0.0;1.0;0.0;0.0;0.0
140047 Rorainópolis;17299;14088;2727;2627;2396;2418;6472;6371;3793;2395;1385;639;164;0.0;7.0;1.0;0.0;1.0;0.0;0.0;7.0;43.0;13.0;2.0;3.0;1.0;7.0;0.0;0.0;11.0;0.0;1.0;0.0;0.0;0.0
140050 São João da Baliza;4505;3987;827;764;718;671;1614;1618;1103;633;330;170;44;0.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0
140060 São Luiz;4481;3751;594;564;524;516;1679;1861;1130;671;431;199;63;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0
140070 Uiramutã;5837;5177;1970;1644;1378;1081;1925;1353;738;465;277;122;61;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
150010 Abaetetuba;81073;79366;12382;12706;13570;14070;30255;27936;20580;13699;8664;4549;2028;0.0;61.0;11.0;0.0;16.0;1.0;4.0;20.0;138.0;28.0;8.0;14.0;29.0;17.0;2.0;26.0;26.0;4.0;3.0;0.0;0.0;0.0
150013 Abel Figueiredo;3918;3618;595;620;662;674;1336;1147;953;751;444;251;103;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0
150020 Acará;29448;26296;5430;5443;5541;5379;10347;8210;6311;4615;2532;1364;572;0.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;9.0;4.0;1.0;1.0;0.0;1.0;0.0;10.0;10.0;0.0;1.0;0.0;0.0;0.0
150030 Afuá;21083;18827;4711;4456;4255;4205;7704;5536;3915;2491;1544;746;347;1.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;2.0;0.0;1.0;0.0;1.0;0.0;27.0;4.0;0.0;0.0;0.0;0.0;0.0
150034 Água Azul do Norte;14947;12850;1896;1923;2128;2688;5752;5514;4125;2256;979;414;122;0.0;8.0;0.0;0.0;0.0;0.0;0.0;4.0;14.0;3.0;0.0;1.0;0.0;2.0;0.0;3.0;7.0;0.0;1.0;0.0;0.0;0.0
150040 Alenquer;29406;27984;5973;5819;5435;4957;9967;8215;6820;4511;3130;1717;846;0.0;9.0;0.0;0.0;1.0;0.0;0.0;4.0;12.0;4.0;1.0;1.0;1.0;3.0;0.0;6.0;2.0;0.0;1.0;0.0;0.0;0.0
150050 Almeirim;17517;16527;3276;3301;3351;3179;6324;4851;3897;2829;1870;833;333;0.0;7.0;2.0;0.0;1.0;0.0;0.0;2.0;23.0;8.0;1.0;1.0;5.0;4.0;0.0;7.0;7.0;0.0;2.0;0.0;0.0;0.0
150060 Altamira;58397;58923;9045;9535;10629;11024;21413;18825;15026;10566;6807;3151;1299;6.0;57.0;12.0;0.0;13.0;0.0;0.0;18.0;209.0;36.0;10.0;19.0;9.0;21.0;2.0;18.0;24.0;0.0;5.0;0.0;0.0;0.0
150070 Anajás;15679;14412;3959;3592;3418;3301;5568;4045;2747;1663;1058;516;224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;2.0;2.0;0.0;0.0;10.0;1.0;0.0;1.0;0.0;0.0;0.0
150080 Ananindeua;255781;284629;33357;35525;41993;46800;95138;92204;80190;56665;36369;16361;5808;32.0;284.0;17.0;1.0;73.0;0.0;8.0;108.0;388.0;111.0;30.0;49.0;56.0;72.0;5.0;4.0;64.0;8.0;6.0;2.0;2.0;1.0
150085 Anapu;15777;13535;2953;2922;2922;2738;5397;4723;3590;2130;1210;553;174;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;15.0;2.0;1.0;1.0;0.0;1.0;0.0;5.0;6.0;0.0;1.0;0.0;0.0;0.0
150090 Augusto Corrêa;24229;22708;5119;4900;4704;4469;8660;6852;5008;3435;2179;1133;478;0.0;5.0;0.0;0.0;1.0;0.0;0.0;6.0;9.0;4.0;2.0;3.0;2.0;3.0;1.0;22.0;1.0;0.0;1.0;0.0;0.0;0.0
150095 Aurora do Pará;16193;16007;2988;2813;2690;2911;6307;5432;4006;2537;1460;763;293;0.0;4.0;0.0;0.0;1.0;0.0;0.0;4.0;9.0;2.0;1.0;1.0;0.0;1.0;0.0;2.0;9.0;0.0;1.0;0.0;0.0;0.0
150100 Aveiro;8727;7694;1761;1744;1571;1482;3058;2159;1689;1299;931;498;229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0
150110 Bagre;15926;16041;4200;3765;3414;3355;6463;4535;3003;1680;969;425;158;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;6.0;0.0;1.0;0.0;0.0;0.0
150120 Baião;26250;23204;4564;4417;4404;4796;9667;8340;6116;3567;2161;1008;414;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;7.0;2.0;0.0;4.0;1.0;2.0;0.0;6.0;8.0;0.0;1.0;0.0;0.0;0.0
150125 Bannach;1712;1527;258;253;260;264;491;455;440;351;268;149;50;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;0.0;1.0;2.0;1.0;0.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0
150130 Barcarena;64793;64540;10935;11095;11811;12027;25363;22288;15924;10394;5969;2534;993;1.0;29.0;15.0;0.0;26.0;0.0;3.0;20.0;96.0;34.0;9.0;20.0;26.0;25.0;2.0;4.0;29.0;9.0;3.0;1.0;0.0;0.0
150140 Belém;703310;803110;82062;90331;111076;121161;238149;250445;231280;174536;118900;61162;27318;83.0;1321.0;198.0;3.0;349.0;13.0;27.0;481.0;1726.0;765.0;250.0;334.0;558.0;472.0;38.0;10.0;90.0;59.0;24.0;15.0;1.0;0.0
150145 Belterra;9049;8895;1685;1606;1508;1556;3082;2434;2282;1683;1140;647;321;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;10.0;0.0;1.0;0.0;0.0;0.0
150150 Benevides;32074;32706;4770;4879;5392;6079;12072;10699;9195;6060;3475;1512;647;1.0;21.0;2.0;0.0;3.0;0.0;0.0;19.0;41.0;12.0;0.0;9.0;5.0;8.0;1.0;0.0;17.0;1.0;0.0;0.0;0.0;0.0
150157 Bom Jesus do Tocantins;9227;8027;1369;1363;1443;1510;2996;2779;2345;1738;982;526;203;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;4.0;1.0;2.0;2.0;1.0;0.0;1.0;5.0;0.0;1.0;0.0;0.0;0.0
150160 Bonito;8595;8174;1592;1532;1580;1567;2987;2908;2150;1235;738;329;151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0
150170 Bragança;65284;64838;11405;11449;12025;11811;22944;21708;16140;10770;6757;3493;1620;0.0;45.0;0.0;0.0;8.0;0.0;0.0;29.0;105.0;22.0;7.0;12.0;23.0;23.0;0.0;4.0;33.0;0.0;3.0;0.0;0.0;0.0
150172 Brasil Novo;7707;7176;1144;1190;1234;1161;2447;2224;2005;1651;1041;551;235;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;12.0;1.0;1.0;1.0;1.0;1.0;0.0;3.0;7.0;0.0;1.0;0.0;0.0;0.0
150175 Brejo Grande do Araguaia;3858;3499;616;624;653;618;1252;1091;932;693;503;260;115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0;4.0;0.0;1.0;0.0;0.0;0.0
150178 Breu Branco;34492;34105;7008;6665;6632;6713;13243;10633;7581;4792;3146;1598;586;0.0;20.0;0.0;0.0;0.0;0.0;0.0;4.0;40.0;4.0;1.0;2.0;0.0;2.0;0.0;10.0;11.0;1.0;1.0;0.0;0.0;0.0
150180 Breves;53790;50490;11935;11405;10986;10616;19206;14456;10664;6947;4673;2316;1076;1.0;27.0;0.0;0.0;4.0;0.0;0.0;15.0;67.0;8.0;3.0;7.0;10.0;5.0;1.0;23.0;16.0;0.0;3.0;0.0;0.0;0.0
150190 Bujaru;15526;14191;2921;2884;2825;2897;5545;4463;3483;2294;1326;742;337;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;2.0;0.0;2.0;3.0;2.0;1.0;1.0;11.0;0.0;1.0;0.0;0.0;0.0
150200 Cachoeira do Arari;12540;11815;2178;2084;2063;2074;4417;4070;2981;2183;1287;655;363;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;1.0;1.0;2.0;1.0;1.0;0.0;9.0;5.0;0.0;0.0;0.0;0.0;0.0
150195 Cachoeira do Piriá;17826;17481;4265;3788;3531;3972;6866;5408;3652;2240;1014;433;138;0.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0;10.0;3.0;0.0;2.0;1.0;2.0;0.0;3.0;13.0;0.0;0.0;0.0;0.0;0.0
150210 Cametá;72110;68704;13856;13630;13522;13032;26340;22631;15839;9988;6591;3637;1748;3.0;21.0;1.0;0.0;2.0;0.0;0.0;32.0;77.0;17.0;3.0;13.0;22.0;3.0;0.0;2.0;25.0;3.0;2.0;1.0;0.0;0.0
150215 Canaã dos Carajás;18889;20214;3748;3705;3831;3885;7874;6982;4847;2436;1136;497;162;4.0;68.0;10.0;0.0;13.0;0.0;0.0;5.0;84.0;23.0;7.0;7.0;43.0;20.0;1.0;1.0;11.0;3.0;2.0;0.0;0.0;0.0
150220 Capanema;34189;35639;4722;5108;5631;5754;11877;11755;9719;7041;4678;2351;1192;3.0;37.0;1.0;0.0;4.0;0.0;0.0;18.0;55.0;22.0;5.0;10.0;14.0;14.0;2.0;1.0;23.0;1.0;3.0;0.0;0.0;0.0
150230 Capitão Poço;27607;26938;4550;4559;4530;4779;10069;8896;6933;4986;2942;1562;739;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;12.0;4.0;1.0;2.0;1.0;2.0;0.0;6.0;15.0;0.0;2.0;0.0;0.0;0.0
150240 Castanhal;99769;105898;14544;15498;17928;18783;37483;35463;27857;18653;11551;5523;2384;2.0;114.0;7.0;0.0;8.0;0.0;0.0;42.0;182.0;59.0;15.0;24.0;34.0;29.0;0.0;14.0;42.0;8.0;4.0;1.0;0.0;0.0
150250 Chaves;12850;11325;2839;2671;2531;2437;4257;3362;2582;1708;1023;534;231;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;1.0;0.0;0.0;3.0;1.0;0.0;15.0;5.0;0.0;1.0;0.0;0.0;0.0
150260 Colares;6250;5925;1054;1087;1094;956;1921;1838;1434;1222;802;511;256;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0;6.0;0.0;0.0;0.0;0.0;0.0
150270 Conceição do Araguaia;24441;23674;3473;3640;3826;3875;8093;7114;6575;5148;3479;2016;876;3.0;22.0;3.0;0.0;3.0;0.0;1.0;8.0;43.0;8.0;1.0;4.0;11.0;11.0;0.0;4.0;12.0;1.0;2.0;0.0;0.0;0.0
150275 Concórdia do Pará;17680;16556;3328;3355;3503;3362;6550;5445;3669;2453;1408;806;357;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;2.0;0.0;1.0;1.0;1.0;0.0;7.0;2.0;0.0;1.0;0.0;0.0;0.0
150276 Cumaru do Norte;8437;5607;1221;1129;1178;1316;2618;2264;2076;1350;643;211;38;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;11.0;1.0;0.0;0.0;2.0;1.0;0.0;4.0;5.0;0.0;1.0;0.0;0.0;0.0
150277 Curionópolis;9399;8365;1428;1469;1541;1462;3109;2544;2050;1667;1406;751;337;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;4.0;1.0;1.0;2.0;2.0;0.0;3.0;6.0;2.0;1.0;0.0;0.0;0.0
150280 Curralinho;18697;16833;4620;4252;4046;3768;6510;4984;3373;1936;1130;621;290;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;11.0;2.0;1.0;2.0;2.0;2.0;0.0;4.0;7.0;0.0;1.0;0.0;0.0;0.0
150285 Curuá;7619;7157;1741;1575;1422;1451;2706;2250;1576;1015;625;286;129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;1.0;2.0;1.0;0.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0
150290 Curuçá;20894;20199;3443;3409;3378;3459;6877;6448;5265;3967;2607;1469;771;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;10.0;4.0;1.0;2.0;5.0;3.0;0.0;1.0;14.0;0.0;1.0;0.0;0.0;0.0
150293 Dom Eliseu;31958;29248;5173;5164;5601;6084;11665;10466;7574;4988;2789;1264;438;2.0;9.0;0.0;0.0;0.0;0.0;0.0;3.0;30.0;6.0;1.0;4.0;11.0;3.0;1.0;0.0;13.0;0.0;3.0;0.0;0.0;0.0
150295 Eldorado dos Carajás;17923;16146;3175;3117;3143;3090;6053;5157;4100;3091;1841;997;305;0.0;8.0;0.0;0.0;0.0;0.0;0.0;6.0;8.0;4.0;4.0;1.0;0.0;2.0;0.0;2.0;5.0;2.0;1.0;0.0;0.0;0.0
150300 Faro;3570;3379;741;702;697;669;1207;894;745;576;421;200;97;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;11.0;2.0;0.0;1.0;3.0;1.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0
