Mun;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;Total
261210 Salgadinho;0.0;4.0;1.0;0.0;0.0;0.0;0.0;5.0
261220 Salgueiro;20.0;2.0;2.0;3.0;1.0;0.0;0.0;28.0
261230 Saloá;2.0;8.0;0.0;1.0;0.0;0.0;0.0;11.0
261240 Sanharó;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0
261245 Santa Cruz;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
261247 Santa Cruz da Baixa Verde;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
261250 Santa Cruz do Capibaribe;3.0;23.0;2.0;2.0;0.0;1.0;0.0;31.0
261255 Santa Filomena;1.0;5.0;0.0;1.0;0.0;0.0;0.0;7.0
261260 Santa Maria da Boa Vista;3.0;14.0;0.0;1.0;0.0;0.0;0.0;18.0
261270 Santa Maria do Cambucá;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0
261280 Santa Terezinha;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
261290 São Benedito do Sul;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
261300 São Bento do Una;0.0;13.0;1.0;1.0;0.0;0.0;0.0;15.0
261310 São Caitano;2.0;12.0;0.0;1.0;0.0;0.0;0.0;15.0
261320 São João;4.0;12.0;1.0;1.0;0.0;0.0;0.0;18.0
261330 São Joaquim do Monte;3.0;11.0;0.0;1.0;0.0;0.0;0.0;15.0
261340 São José da Coroa Grande;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
261350 São José do Belmonte;0.0;13.0;0.0;0.0;0.0;0.0;0.0;13.0
261360 São José do Egito;5.0;16.0;6.0;2.0;0.0;0.0;0.0;29.0
261370 São Lourenço da Mata;1.0;27.0;1.0;2.0;0.0;0.0;0.0;31.0
261380 São Vicente Ferrer;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0
261390 Serra Talhada;7.0;23.0;0.0;6.0;2.0;1.0;0.0;39.0
261400 Serrita;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
261410 Sertânia;7.0;11.0;0.0;2.0;0.0;0.0;0.0;20.0
261420 Sirinhaém;0.0;16.0;0.0;1.0;0.0;0.0;0.0;17.0
261440 Solidão;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
261450 Surubim;0.0;20.0;1.0;1.0;0.0;0.0;0.0;22.0
261460 Tabira;0.0;13.0;0.0;2.0;0.0;0.0;0.0;15.0
261470 Tacaimbó;1.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0
261480 Tacaratu;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
261485 Tamandaré;0.0;11.0;0.0;0.0;0.0;0.0;0.0;11.0
261500 Taquaritinga do Norte;1.0;9.0;0.0;1.0;0.0;0.0;0.0;11.0
261510 Terezinha;1.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0
261520 Terra Nova;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
261530 Timbaúba;0.0;21.0;1.0;1.0;0.0;0.0;0.0;23.0
261540 Toritama;0.0;9.0;2.0;2.0;0.0;0.0;0.0;13.0
261550 Tracunhaém;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0
261560 Trindade;2.0;11.0;0.0;2.0;0.0;0.0;0.0;15.0
261570 Triunfo;1.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0
261580 Tupanatinga;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
261590 Tuparetama;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
261600 Venturosa;1.0;9.0;0.0;0.0;0.0;0.0;0.0;10.0
261610 Verdejante;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
261618 Vertente do Lério;1.0;4.0;0.0;1.0;0.0;0.0;0.0;6.0
261620 Vertentes;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
261630 Vicência;3.0;11.0;0.0;0.0;0.0;0.0;0.0;14.0
261640 Vitória de Santo Antão;0.0;40.0;2.0;5.0;0.0;0.0;0.0;47.0
261650 Xexéu;7.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0
270010 Água Branca;6.0;7.0;0.0;0.0;0.0;0.0;0.0;13.0
270020 Anadia;1.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0
270030 Arapiraca;0.0;39.0;3.0;5.0;2.0;0.0;0.0;49.0
270040 Atalaia;0.0;15.0;1.0;1.0;0.0;0.0;0.0;17.0
270050 Barra de Santo Antônio;5.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0
270060 Barra de São Miguel;1.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0
270070 Batalha;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0
270080 Belém;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
270090 Belo Monte;3.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0
270100 Boca da Mata;0.0;11.0;1.0;1.0;0.0;0.0;0.0;13.0
270110 Branquinha;0.0;5.0;1.0;0.0;0.0;0.0;0.0;6.0
270120 Cacimbinhas;4.0;4.0;0.0;0.0;0.0;0.0;0.0;8.0
270130 Cajueiro;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
270135 Campestre;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
270140 Campo Alegre;0.0;16.0;0.0;1.0;0.0;0.0;0.0;17.0
270150 Campo Grande;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0
270160 Canapi;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0
270170 Capela;0.0;8.0;0.0;2.0;0.0;0.0;0.0;10.0
270180 Carneiros;1.0;3.0;1.0;0.0;0.0;0.0;0.0;5.0
270190 Chã Preta;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
270200 Coité do Nóia;5.0;5.0;1.0;0.0;0.0;0.0;0.0;11.0
270210 Colônia Leopoldina;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0
270220 Coqueiro Seco;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
270230 Coruripe;0.0;18.0;4.0;1.0;1.0;0.0;0.0;24.0
270235 Craíbas;2.0;10.0;0.0;0.0;0.0;0.0;0.0;12.0
270240 Delmiro Gouveia;13.0;16.0;6.0;2.0;0.0;0.0;0.0;37.0
270250 Dois Riachos;0.0;5.0;1.0;0.0;0.0;0.0;0.0;6.0
270255 Estrela de Alagoas;5.0;7.0;0.0;0.0;0.0;0.0;0.0;12.0
270260 Feira Grande;2.0;9.0;1.0;0.0;0.0;0.0;0.0;12.0
270270 Feliz Deserto;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
270280 Flexeiras;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
270290 Girau do Ponciano;0.0;13.0;0.0;0.0;0.0;0.0;0.0;13.0
270300 Ibateguara;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
270310 Igaci;0.0;11.0;1.0;0.0;0.0;0.0;0.0;12.0
270320 Igreja Nova;4.0;10.0;1.0;0.0;0.0;0.0;0.0;15.0
270330 Inhapi;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
270340 Jacaré dos Homens;3.0;3.0;1.0;0.0;0.0;0.0;0.0;7.0
270350 Jacuípe;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
270360 Japaratinga;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
270370 Jaramataia;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
270375 Jequiá da Praia;2.0;5.0;1.0;0.0;0.0;0.0;0.0;8.0
270380 Joaquim Gomes;7.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0
270390 Jundiá;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
270400 Junqueiro;16.0;9.0;0.0;1.0;0.0;0.0;0.0;26.0
270410 Lagoa da Canoa;10.0;6.0;0.0;0.0;0.0;0.0;0.0;16.0
270420 Limoeiro de Anadia;8.0;13.0;3.0;0.0;0.0;0.0;0.0;24.0
270430 Maceió;0.0;79.0;22.0;18.0;22.0;3.0;0.0;144.0
270440 Major Isidoro;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0
270490 Mar Vermelho;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
270450 Maragogi;10.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0
270460 Maravilha;5.0;4.0;1.0;0.0;0.0;0.0;0.0;10.0
270470 Marechal Deodoro;2.0;17.0;1.0;0.0;0.0;0.0;0.0;20.0
270480 Maribondo;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
270500 Mata Grande;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
270510 Matriz de Camaragibe;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
270520 Messias;0.0;6.0;1.0;0.0;0.0;0.0;0.0;7.0
270530 Minador do Negrão;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
270540 Monteirópolis;2.0;4.0;1.0;0.0;0.0;0.0;0.0;7.0
270550 Murici;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0
270560 Novo Lino;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
270570 Olho d'Água das Flores;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0
270580 Olho d'Água do Casado;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
270590 Olho d'Água Grande;4.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0
270600 Olivença;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
270610 Ouro Branco;2.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0
270620 Palestina;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
270630 Palmeira dos Índios;0.0;23.0;3.0;1.0;0.0;0.0;0.0;27.0
270640 Pão de Açúcar;4.0;10.0;2.0;0.0;0.0;0.0;0.0;16.0
270642 Pariconha;4.0;7.0;1.0;0.0;0.0;0.0;0.0;12.0
270644 Paripueira;0.0;4.0;1.0;0.0;0.0;0.0;0.0;5.0
270650 Passo de Camaragibe;0.0;7.0;1.0;0.0;0.0;0.0;0.0;8.0
270660 Paulo Jacinto;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
270670 Penedo;0.0;20.0;1.0;1.0;1.0;0.0;0.0;23.0
270680 Piaçabuçu;2.0;7.0;0.0;0.0;0.0;0.0;0.0;9.0
270690 Pilar;0.0;13.0;0.0;1.0;0.0;0.0;0.0;14.0
270700 Pindoba;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
270710 Piranhas;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
270720 Poço das Trincheiras;7.0;5.0;1.0;0.0;0.0;0.0;0.0;13.0
270730 Porto Calvo;0.0;11.0;2.0;2.0;0.0;0.0;0.0;15.0
270740 Porto de Pedras;2.0;4.0;1.0;0.0;0.0;0.0;0.0;7.0
270750 Porto Real do Colégio;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0
270760 Quebrangulo;3.0;4.0;0.0;1.0;0.0;0.0;0.0;8.0
270770 Rio Largo;0.0;24.0;2.0;1.0;0.0;0.0;0.0;27.0
270780 Roteiro;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
270790 Santa Luzia do Norte;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
270800 Santana do Ipanema;1.0;16.0;5.0;1.0;0.0;0.0;0.0;23.0
270810 Santana do Mundaú;0.0;5.0;2.0;0.0;0.0;0.0;0.0;7.0
270820 São Brás;5.0;3.0;0.0;1.0;0.0;0.0;0.0;9.0
270830 São José da Laje;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0
270840 São José da Tapera;0.0;14.0;0.0;1.0;0.0;0.0;0.0;15.0
270850 São Luís do Quitunde;0.0;12.0;1.0;1.0;0.0;0.0;0.0;14.0
270860 São Miguel dos Campos;0.0;12.0;0.0;1.0;0.0;0.0;0.0;13.0
270870 São Miguel dos Milagres;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
270880 São Sebastião;13.0;15.0;1.0;0.0;0.0;0.0;0.0;29.0
270890 Satuba;0.0;7.0;1.0;0.0;0.0;0.0;0.0;8.0
270895 Senador Rui Palmeira;1.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0
270900 Tanque d'Arca;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
270910 Taquarana;5.0;9.0;0.0;0.0;0.0;0.0;0.0;14.0
270915 Teotônio Vilela;10.0;20.0;1.0;1.0;0.0;0.0;0.0;32.0
270920 Traipu;2.0;9.0;0.0;0.0;0.0;0.0;0.0;11.0
270930 União dos Palmares;0.0;20.0;11.0;2.0;0.0;0.0;0.0;33.0
270940 Viçosa;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
280010 Amparo de São Francisco;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
280020 Aquidabã;6.0;7.0;0.0;1.0;0.0;0.0;0.0;14.0
280030 Aracaju;3.0;48.0;42.0;13.0;8.0;2.0;1.0;117.0
280040 Arauá;7.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0
280050 Areia Branca;7.0;7.0;1.0;0.0;0.0;0.0;0.0;15.0
280060 Barra dos Coqueiros;2.0;7.0;1.0;0.0;0.0;1.0;0.0;11.0
280067 Boquim;2.0;11.0;0.0;0.0;0.0;0.0;0.0;13.0
280070 Brejo Grande;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
280100 Campo do Brito;9.0;5.0;0.0;0.0;0.0;0.0;0.0;14.0
280110 Canhoba;4.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0
280120 Canindé de São Francisco;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
280130 Capela;15.0;3.0;0.0;1.0;1.0;0.0;0.0;20.0
280140 Carira;6.0;4.0;0.0;0.0;0.0;0.0;0.0;10.0
280150 Carmópolis;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
280160 Cedro de São João;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
280170 Cristinápolis;9.0;1.0;1.0;0.0;0.0;0.0;0.0;11.0
280190 Cumbe;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
280200 Divina Pastora;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
280210 Estância;2.0;15.0;5.0;2.0;0.0;0.0;0.0;24.0
280220 Feira Nova;4.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0
280230 Frei Paulo;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
280240 Gararu;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
280250 General Maynard;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
280260 Gracho Cardoso;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
280270 Ilha das Flores;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
280280 Indiaroba;9.0;6.0;0.0;0.0;0.0;0.0;0.0;15.0
280290 Itabaiana;11.0;22.0;7.0;2.0;0.0;0.0;0.0;42.0
280300 Itabaianinha;2.0;11.0;0.0;1.0;0.0;0.0;0.0;14.0
280310 Itabi;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
280320 Itaporanga d'Ajuda;12.0;11.0;1.0;0.0;0.0;0.0;0.0;24.0
280330 Japaratuba;16.0;1.0;1.0;0.0;0.0;0.0;0.0;18.0
280340 Japoatã;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0
280350 Lagarto;0.0;17.0;11.0;3.0;0.0;0.0;0.0;31.0
280360 Laranjeiras;3.0;9.0;0.0;0.0;0.0;1.0;0.0;13.0
280370 Macambira;5.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0
280380 Malhada dos Bois;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
280390 Malhador;4.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0
280400 Maruim;2.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0
280410 Moita Bonita;4.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0
280420 Monte Alegre de Sergipe;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
280430 Muribeca;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0
280440 Neópolis;9.0;8.0;0.0;0.0;0.0;1.0;0.0;18.0
280445 Nossa Senhora Aparecida;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
280450 Nossa Senhora da Glória;0.0;8.0;3.0;1.0;0.0;0.0;0.0;12.0
280460 Nossa Senhora das Dores;5.0;9.0;1.0;0.0;0.0;0.0;0.0;15.0
280470 Nossa Senhora de Lourdes;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
280480 Nossa Senhora do Socorro;0.0;27.0;24.0;1.0;0.0;0.0;0.0;52.0
280490 Pacatuba;1.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0
280500 Pedra Mole;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
280510 Pedrinhas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
280520 Pinhão;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
280530 Pirambu;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
280540 Poço Redondo;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
280550 Poço Verde;1.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0
280560 Porto da Folha;8.0;1.0;0.0;1.0;0.0;0.0;0.0;10.0
280570 Propriá;2.0;8.0;0.0;1.0;0.0;0.0;0.0;11.0
280580 Riachão do Dantas;5.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0
280590 Riachuelo;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
280600 Ribeirópolis;10.0;3.0;0.0;0.0;0.0;0.0;0.0;13.0
280610 Rosário do Catete;4.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0
280620 Salgado;2.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0
280630 Santa Luzia do Itanhy;1.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0
280650 Santa Rosa de Lima;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
280640 Santana do São Francisco;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
280660 Santo Amaro das Brotas;4.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0
280670 São Cristóvão;0.0;20.0;0.0;1.0;1.0;0.0;0.0;22.0
280680 São Domingos;6.0;2.0;0.0;0.0;0.0;0.0;0.0;8.0
280690 São Francisco;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
280700 São Miguel do Aleixo;5.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0
280710 Simão Dias;9.0;16.0;5.0;1.0;0.0;0.0;0.0;31.0
280720 Siriri;6.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0
280730 Telha;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
280740 Tobias Barreto;7.0;12.0;4.0;0.0;0.0;0.0;0.0;23.0
280750 Tomar do Geru;1.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0
280760 Umbaúba;2.0;5.0;0.0;0.0;0.0;1.0;0.0;8.0
290010 Abaíra;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
290020 Abaré;3.0;5.0;0.0;1.0;0.0;0.0;0.0;9.0
290030 Acajutiba;0.0;7.0;1.0;0.0;0.0;0.0;0.0;8.0
290035 Adustina;3.0;5.0;1.0;0.0;0.0;0.0;0.0;9.0
290040 Água Fria;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
290060 Aiquara;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
290070 Alagoinhas;0.0;37.0;24.0;2.0;2.0;0.0;0.0;65.0
290080 Alcobaça;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
290090 Almadina;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
290100 Amargosa;1.0;11.0;6.0;1.0;0.0;0.0;0.0;19.0
290110 Amélia Rodrigues;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
290115 América Dourada;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
290120 Anagé;0.0;9.0;1.0;1.0;0.0;0.0;0.0;11.0
290130 Andaraí;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
290135 Andorinha;0.0;7.0;1.0;0.0;0.0;0.0;0.0;8.0
290140 Angical;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
290150 Anguera;3.0;5.0;0.0;1.0;0.0;0.0;0.0;9.0
290160 Antas;4.0;2.0;0.0;2.0;0.0;0.0;0.0;8.0
290170 Antônio Cardoso;1.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0
290180 Antônio Gonçalves;1.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0
290190 Aporá;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0
290195 Apuarema;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
290205 Araças;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
290200 Aracatu;1.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0
290210 Araci;21.0;2.0;3.0;1.0;0.0;0.0;0.0;27.0
290220 Aramari;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
290225 Arataca;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
290230 Aratuípe;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
290240 Aurelino Leal;0.0;7.0;1.0;1.0;0.0;0.0;0.0;9.0
290250 Baianópolis;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
290260 Baixa Grande;4.0;6.0;4.0;1.0;0.0;0.0;0.0;15.0
290265 Banzaê;1.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0
290270 Barra;16.0;2.0;2.0;2.0;0.0;0.0;0.0;22.0
290280 Barra da Estiva;0.0;8.0;2.0;1.0;0.0;0.0;0.0;11.0
290290 Barra do Choça;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0
290300 Barra do Mendes;9.0;6.0;0.0;1.0;0.0;0.0;0.0;16.0
290310 Barra do Rocha;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
290320 Barreiras;0.0;39.0;6.0;6.0;3.0;0.0;0.0;54.0
290323 Barro Alto;3.0;6.0;0.0;1.0;0.0;0.0;0.0;10.0
290330 Barro Preto;3.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0
290327 Barrocas;7.0;8.0;0.0;1.0;0.0;0.0;0.0;16.0
290340 Belmonte;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
290350 Belo Campo;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
290360 Biritinga;4.0;8.0;0.0;1.0;0.0;0.0;0.0;13.0
290370 Boa Nova;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0
290380 Boa Vista do Tupim;6.0;10.0;0.0;1.0;0.0;0.0;0.0;17.0
290390 Bom Jesus da Lapa;4.0;24.0;2.0;1.0;1.0;0.0;0.0;32.0
290395 Bom Jesus da Serra;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
290400 Boninal;7.0;5.0;0.0;1.0;0.0;0.0;0.0;13.0
290405 Bonito;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
290410 Boquira;6.0;7.0;2.0;1.0;0.0;0.0;0.0;16.0
290420 Botuporã;5.0;7.0;1.0;1.0;0.0;0.0;0.0;14.0
290430 Brejões;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
290440 Brejolândia;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
290450 Brotas de Macaúbas;10.0;5.0;0.0;1.0;0.0;0.0;0.0;16.0
290460 Brumado;0.0;15.0;10.0;2.0;0.0;0.0;0.0;27.0
290470 Buerarema;0.0;8.0;1.0;0.0;0.0;0.0;0.0;9.0
290475 Buritirama;1.0;5.0;0.0;1.0;0.0;0.0;0.0;7.0
290480 Caatiba;1.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0
290485 Cabaceiras do Paraguaçu;9.0;2.0;0.0;0.0;0.0;0.0;0.0;11.0
290490 Cachoeira;0.0;13.0;5.0;1.0;0.0;0.0;0.0;19.0
290500 Caculé;1.0;9.0;3.0;1.0;0.0;0.0;0.0;14.0
290510 Caém;4.0;2.0;0.0;1.0;0.0;0.0;0.0;7.0
290515 Caetanos;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0
290520 Caetité;1.0;13.0;3.0;2.0;0.0;0.0;0.0;19.0
290530 Cafarnaum;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
290540 Cairu;2.0;8.0;0.0;0.0;0.0;0.0;0.0;10.0
290550 Caldeirão Grande;3.0;2.0;0.0;1.0;0.0;0.0;0.0;6.0
290560 Camacan;0.0;10.0;1.0;2.0;0.0;0.0;0.0;13.0
290570 Camaçari;0.0;42.0;12.0;5.0;0.0;0.0;1.0;60.0
290580 Camamu;0.0;11.0;5.0;1.0;0.0;0.0;0.0;17.0
290590 Campo Alegre de Lourdes;0.0;10.0;0.0;2.0;0.0;0.0;0.0;12.0
290600 Campo Formoso;23.0;4.0;0.0;1.0;0.0;0.0;0.0;28.0
290610 Canápolis;4.0;4.0;0.0;1.0;0.0;0.0;0.0;9.0
290620 Canarana;0.0;13.0;0.0;0.0;0.0;0.0;0.0;13.0
290630 Canavieiras;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0
290640 Candeal;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
290650 Candeias;0.0;25.0;8.0;2.0;0.0;0.0;0.0;35.0
290660 Candiba;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
290670 Cândido Sales;5.0;10.0;1.0;1.0;0.0;0.0;0.0;17.0
290680 Cansanção;0.0;10.0;3.0;1.0;0.0;0.0;0.0;14.0
290682 Canudos;4.0;4.0;0.0;1.0;0.0;0.0;0.0;9.0
290685 Capela do Alto Alegre;0.0;7.0;2.0;1.0;0.0;0.0;0.0;10.0
290687 Capim Grosso;2.0;8.0;7.0;1.0;0.0;0.0;0.0;18.0
290689 Caraíbas;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
290690 Caravelas;0.0;9.0;1.0;1.0;0.0;0.0;0.0;11.0
290700 Cardeal da Silva;0.0;4.0;1.0;0.0;0.0;0.0;0.0;5.0
290710 Carinhanha;2.0;9.0;2.0;1.0;0.0;0.0;0.0;14.0
290720 Casa Nova;4.0;17.0;1.0;1.0;0.0;0.0;0.0;23.0
290730 Castro Alves;5.0;10.0;3.0;2.0;0.0;0.0;0.0;20.0
290740 Catolândia;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
290750 Catu;0.0;15.0;6.0;2.0;0.0;0.0;0.0;23.0
290755 Caturama;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
290760 Central;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
290770 Chorrochó;2.0;4.0;0.0;1.0;0.0;0.0;0.0;7.0
290780 Cícero Dantas;1.0;10.0;2.0;1.0;0.0;0.0;0.0;14.0
290790 Cipó;0.0;7.0;1.0;1.0;0.0;0.0;0.0;9.0
290800 Coaraci;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
290810 Cocos;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
290820 Conceição da Feira;3.0;8.0;2.0;0.0;0.0;1.0;0.0;14.0
